addresses,hw_vendor,id,last_seen,names,os,os_version,sources
10.0.5.19,Microsoft,28a93ff9-568e-4e33-a169-1216ce41736a,1759385536,"RZHQ-SERVER-519, RZHQ-SERVER-519.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.6.43,,2c250545-18ba-4d71-aed5-5bb908a89fee,1759385537,"RZHQ-SERVER-643, RZHQ-SERVER-643.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,runZero
10.0.14.8,,2bc66bb2-832b-4798-a365-8e940bfd0592,1759385533,"RZDC-SERVER-148, RZDC-SERVER-148.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,runZero
10.0.14.38,SUSE,29641679-548a-46c0-b2db-07e5b13dfb5d,1759385533,RZDC-SERVER-1438,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.14.50,IBM,2f13f844-15f6-487b-bd81-8c9e21ff1710,1759385534,RZDC-SERVER-1450,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
"23.20.4.25, 172.31.4.25, fde9:727a:d170:232e:cd9:20f5:dbf4:658f",AWS,29ce9769-270d-422b-83ef-81536a12227b,1759385644,"RZCLOUD-SERVER-425, RZCLOUD-SERVER-425.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-425.COMPUTE.INTERNAL, RZCLOUD-SERVER-425.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,16.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
198.51.25.19,Microsoft,2dce4272-1861-45b2-9eb9-79f8b58d45e0,1759385529,"RZDMZ-SERVER-2519, RZDMZ-SERVER-2519.CORP.RUNZERO.COM",Microsoft Windows Server 2019,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.28.6,HP,2ed42189-fb2f-4a4a-9a80-9ad0fb0aece6,1759385532,RZDMZ-SERVER-286,Ubuntu Linux,16.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.28.43,Dell,2a1c9d80-8c7f-4d97-9ce6-9a290501a7fa,1759385533,RZDMZ-SERVER-2843,Ubuntu Linux,16.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.1.45,Microsoft,35c89b99-bd6e-4a79-8ad3-8eb6566a043c,1759385531,"RZHQ-SERVER-145, RZHQ-SERVER-145.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.3.24,,372166c1-2216-4ef1-ad13-f6f36488f641,1759385533,"RZHQ-SERVER-324, RZHQ-SERVER-324.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,runZero
10.0.5.39,HP,32ac9de3-436c-426c-9370-a62ecd23a1a8,1759385536,RZHQ-SERVER-539,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.6.19,Axis,344bd802-f4c3-4fab-95bb-a5f901bfc782,1759385537,RZHQ-IP-CAMERA-619,Microsoft Windows CE,,runZero
10.0.11.38,Apple,341efb54-6827-4e61-89af-9cf4ae8fdb2b,1759385617,"RZDC-MOBILE-1138.LAN, RZDC-MOBILE-1138",Apple iOS,15.2,"AzureAD, Custom, Nessus, runZero"
10.0.14.20,,353c95fb-7614-4207-bd98-c7d7b3a1e893,1759385533,RZDC-SERVER-1420,Ubuntu Linux,16.04,runZero
10.0.16.38,Microsoft,343e0d19-e57f-4687-acef-22933f32fe0b,1759385536,"RZDC-SERVER-1638, RZDC-SERVER-1638.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
"23.20.3.43, 172.31.3.43, fde9:727a:1be0:611:401:ffd1:20aa:570f",AWS,33eff20f-871d-462f-91a4-2d39f502aaaa,1759385646,"RZCLOUD-SERVER-343, RZCLOUD-SERVER-343.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-343.COMPUTE.INTERNAL, RZCLOUD-SERVER-343.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,16.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.3.44, 172.31.3.44, fde9:727a:95b1:8e63:9806:6f4d:3e82:d22d",AWS,34c1368a-d41b-4785-a433-b33906ec661c,1759385644,"RZCLOUD-SERVER-344, RZCLOUD-SERVER-344.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-344.COMPUTE.INTERNAL, RZCLOUD-SERVER-344.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,20.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
198.51.26.5,SUSE,37501f83-5caa-46df-8f07-e4b5d72af267,1759385529,RZDMZ-SERVER-265,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.27.46,Proxmox,319e6a20-f6b8-4a3d-bcb2-a2dbc51ce0b3,1759385532,"RZDMZ-SERVER-2746.RUNZERO.LOCAL, RZDMZ-SERVER-2746",Microsoft Windows Server 2016 (RTM),10.0.14393,runZero
10.0.1.4,Microsoft,385bd92b-1517-497b-b5be-8d9d608ce9a7,1759385531,"RZHQ-SERVER-14, RZHQ-SERVER-14.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.1.22,HP,397f6e92-7af1-4a8e-aa8a-198cdd76272f,1759385516,"RZHQ-SERVER-122, CQKOL, N50LON.NQG",Debian Linux,9,"AzureAD, Nessus, runZero"
10.0.4.36,HP,3a782b2a-2eed-4223-b287-6997d732a915,1759385535,RZHQ-SERVER-436,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.5.44,IBM,3fe4f25a-f614-4a08-9dfc-4ae6b59158a6,1759385536,RZHQ-SERVER-544,Ubuntu Linux,16.04,"AzureAD, Nessus, runZero"
10.0.12.46,Microsoft,3c46bb26-eddb-482c-bf06-318e5e546ef1,1759385531,"RZDC-SERVER-1246, RZDC-SERVER-1246.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.20.36,Axis,3fffb510-1d0a-4116-ad41-219ba9285a96,1759385529,RZBACNET-IP-CAMERA-2036,Microsoft Windows CE,,runZero
198.51.25.32,Microsoft,39df4538-f3e2-4ba2-9a94-bebc6ef9f0d7,1759385529,"RZDMZ-SERVER-2532, RZDMZ-SERVER-2532.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.27.32,Dell,39eb4707-99e1-4ea5-8dca-4e749e6d7b78,1759385531,RZDMZ-SERVER-2732,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.28.22,Microsoft,3cbc0f6b-c877-4d6b-9298-ed121f501262,1759385532,"RZDMZ-SERVER-2822, RZDMZ-SERVER-2822.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.29.16,Microsoft,3da2d2ae-1b5e-4edc-98d5-63f4d181a386,1759385533,"RZDMZ-SERVER-2916, RZDMZ-SERVER-2916.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.29.44,Microsoft,3877154b-e0b6-480a-884c-2bec9b569f31,1759385534,"RZDMZ-SERVER-2944, RZDMZ-SERVER-2944.CORP.RUNZERO.COM",Microsoft Windows Server 2019,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.29.45,Microsoft,3aec36fa-b2e7-42d0-85fe-aee86c82258c,1759385534,"RZDMZ-SERVER-2945, RZDMZ-SERVER-2945.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.0.46,Microsoft,47a6adf9-e659-4dbd-8a79-ffe8b3852248,1759385529,"RZHQ-SERVER-046, RZHQ-SERVER-046.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.0.49,Axis,4706e16e-b0fe-4de2-92b4-e0829d98d18b,1759385529,RZHQ-CAMERA-049,Microsoft Windows CE,,"Nessus, runZero"
10.0.4.20,HP,43a9d7d0-b4e8-4d64-9ddb-61fa92733eac,1759385535,RZHQ-SERVER-420,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.5.10,Microsoft,40368776-c6f5-4a28-81ac-4704aa3f6eec,1759385536,"RZHQ-SERVER-510, RZHQ-SERVER-510.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.6.34,,450a91d3-f33b-41a0-9010-bca19a0b0691,1759385537,RZHQ-SERVER-634,Ubuntu Linux,16.04,runZero
10.0.10.18,,42f168b2-79cd-4c38-af98-bc6d78a3df5b,1759385529,"RZBACNET-SERVER-1018, RZBACNET-SERVER-1018.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,runZero
10.0.14.24,,413a2622-a939-4956-a89d-a316f74f060d,1759385533,RZDC-SERVER-1424,Ubuntu Linux,16.04,runZero
10.0.18.7,Axis,43f54728-62e7-451d-a85f-8ffc9bc79d72,1759385537,RZDC-CAMERA-187,Microsoft Windows CE,,"Nessus, runZero"
10.0.20.29,Axis,42aa25a6-8ed5-4458-884f-56e691a7ca5a,1759385528,RZBACNET-IP-CAMERA-2029,Microsoft Windows CE,,runZero
"23.20.0.7, 172.31.0.7, fde9:727a:a753:5454:f344:628d:a982:8b3",AWS,423534c6-e1b9-45c7-8c36-1665a1f9092c,1759385644,"RZCLOUD-SERVER-07, RZCLOUD-SERVER-07.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-07.COMPUTE.INTERNAL, RZCLOUD-SERVER-07.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,16.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.4.23, 172.31.4.23, fde9:727a:97c3:23fc:9e7b:1e2c:e3c5:112f",AWS,42789919-0723-4543-8301-0b881ffcf84c,1759385645,"RZCLOUD-SERVER-423, RZCLOUD-SERVER-423.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-423.COMPUTE.INTERNAL, RZCLOUD-SERVER-423.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,20.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
198.51.26.24,HP,47a25067-a150-4fcb-9e5b-7a740abb6874,1759385530,RZDMZ-SERVER-2624,Ubuntu Linux,16.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.28.16,,462b4725-fc97-4742-a02a-5d7a1f136ec1,1759385532,"RZDMZ-SERVER-2816, RZDMZ-SERVER-2816.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,runZero
10.0.8.9,Microsoft,4e63cacc-6212-4156-a7b2-e068ca6e80f4,1759385541,"RZHQ-SERVER-89, RZHQ-SERVER-89.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.15.19,Microsoft,4b6e094a-4529-4a02-bdd6-13c8a29de2c3,1759385535,"RZDC-SERVER-1519, RZDC-SERVER-1519.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.15.38,Microsoft,48c5d826-a8b1-4590-bd34-542323b97a4c,1759385535,"RZDC-SERVER-1538, RZDC-SERVER-1538.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.16.31,,4f322640-7e1a-44c7-af35-353ccd7c7238,1759385536,"RZDC-SERVER-1631, RZDC-SERVER-1631.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,runZero
10.0.19.45,Microsoft,4f2aa270-3979-4700-ba94-3a1e730ff9d9,1759385541,"RZDC-SERVER-1945, RZDC-SERVER-1945.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.20.15,SUSE,4f308caf-d876-4813-b1d1-5d35082655f7,1759385516,"RZBACNET-SERVER-2015, CQKOL, N50LON.NQG",Debian Linux,9,"AzureAD, Nessus, runZero"
"23.20.0.1, 172.31.0.1, fde9:727a:1d5c:4662:1c99:1a1c:a4a1:90b6",AWS,4e411103-1da1-4d17-a44f-dc8937cd33df,1759385644,"RZCLOUD-SERVER-01, RZCLOUD-SERVER-01.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-01.COMPUTE.INTERNAL, RZCLOUD-SERVER-01.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,16.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
