id,created_at,updated_at,created_by,type,category,severity,name,description,query,auto,alive_only,report_vuln,risk,exploitable,vid,cve,cvss2_base_score,cvss2_temporal_score,cvss3_base_score,cvss3_temporal_score,cpe23,solution,attributes,report_finding,finding_code
7f9cf707-ce9e-4863-83da-ce26222edd48,2023-05-06,2025-04-16,runZero,assets,Internet Exposure,Medium,Publicly Exposed Windows Management Service,The Microsoft Windows management service is exposed to the public internet.,"service_has_public:t AND (
    ( _asset.protocol:smb AND protocol:smb ) OR
    ( _asset.protocol:epm AND protocol:epm ) OR
    ( _asset.protocol:wsman AND protocol:wsman )
)",false,true,true,Medium,false,rz-query-internet-exposed-windows-management,,0.00,0.00,0.00,0.00,,"Review the results and determine if the service should be exposed to the internet.
Consider placing this device on a VPN-accessible network instead.","{""confidence"":""high"",""links"":{""urls"":[{""url"":""https://learn.microsoft.com/en-us/openspecs/windows_protocols/ms-wsman/b752c2c4-26a2-4e02-816d-c6871e7c234d""},{""url"":""https://learn.microsoft.com/en-us/mem/intune/protect/epm-overview""},{""url"":""https://learn.microsoft.com/en-us/windows/win32/fileio/microsoft-smb-protocol-and-cifs-protocol-overview""}]}}",true,rz-finding-internet-exposed-service
8d4a32ed-e850-4262-a10d-c9933eb7f6a2,2023-05-06,2025-04-16,runZero,services,Open Access,Critical,Unauthenticated Apache ZooKeeper Database,"The Apache ZooKeeper configuration database is exposed to the network without access control.
This exposure allows an unauthenticated attacker to read, modify, and delete
configuration records, which often include sensitive authentication tokens.",_asset.protocol:zookeeper AND protocol:zookeeper AND zk.access:allowed,false,true,true,Critical,true,rz-query-open-access-unauth-zookeeper,,9.80,9.80,9.80,0.00,,"Implement Apache ZooKeeper security best practices as described in the documentation.
If configuration of the database is not possible, implementation network filters to block access to the service.","{""confidence"":""high"",""links"":{""urls"":[{""url"":""https://zookeeper.apache.org/security.html""}]}}",true,rz-finding-open-access-unauth-database
134aca4f-cc98-48e7-95ab-34db578cd898,2023-05-06,2025-04-16,runZero,services,Open Access,High,Unauthenticated Memcached Database,"The memcached service is exposed to the network without access control.
This exposure allows an unauthenticated attacker to read, modify, and delete
database records.",_asset.protocol:memcache AND protocol:memcache,false,true,true,High,true,rz-query-open-access-unauth-memcached,,7.50,7.50,7.50,0.00,,"Implement SASL authentication and follow security best practices as described in the documentation.
If configuration of the database is not possible, implementation network filters to block access to the service.","{""confidence"":""high"",""links"":{""urls"":[{""url"":""https://docs.memcached.org/serverguide/configuring/""}]}}",true,rz-finding-open-access-unauth-database
fa6355cd-e7e9-4da7-86d6-065d06fc1713,2023-05-06,2025-04-16,runZero,services,Open Access,High,Unauthenticated Cassandra Database,"The Apache Cassandra database is exposed to the network without access control.
This exposure allows an unauthenticated attacker to read, modify, and delete
database records.",_asset.protocol:cassandra AND protocol:cassandra,false,true,true,High,true,rz-query-open-access-unauth-cassandra,,7.50,0.00,7.50,0.00,,"Implement Apache Cassandra security best practices as described in the documentation.
If configuration of the database is not possible, implementation network filters to block access to the service.","{""confidence"":""high"",""links"":{""urls"":[{""url"":""https://cassandra.apache.org/doc/stable/cassandra/operating/security.html""}]}}",true,rz-finding-open-access-unauth-database
366d6c63-84b7-4718-ac1e-03aad23b2354,2023-05-06,2025-04-16,runZero,services,Open Access,High,Unauthenticated Apache CouchDB Database,"The Apache CouchDB database is exposed to the network without access control.
This exposure allows an unauthenticated attacker to read, modify, and delete
database records.",_asset.protocol:couchdb AND protocol:couchdb,false,true,true,High,true,rz-query-open-access-unauth-couchdb,,7.50,7.50,7.50,7.50,cpe:2.3:a:apache:couchdb:-:*:*:*:*:*:*:*,"Implement Apache CouchDB security best practices as described in the documentation.
If configuration of the database is not possible, implementation network filters to block access to the service.","{""confidence"":""high"",""links"":{""urls"":[{""url"":""https://docs.couchdb.org/en/stable/intro/security.html""}]}}",true,rz-finding-open-access-unauth-database
e9dd7fd9-dbda-4a0c-b75e-695d26c8102c,2023-05-06,2025-04-16,runZero,services,Open Access,High,Unauthenticated Elastic Search Database,"The Elastic Search database is exposed to the network without access control.
This exposure allows an unauthenticated attacker to read, modify, and delete
database records.",_asset.protocol:elasticsearch AND protocol:elasticsearch,false,true,true,High,true,rz-query-open-access-unauth-elasticsearch,,7.50,0.00,7.50,0.00,,"Implement Elastic Search security best practices as described in the documentation.
If configuration of the database is not possible, implementation network filters to block access to the service.","{""confidence"":""high"",""links"":{""urls"":[{""url"":""https://www.elastic.co/guide/en/elasticsearch/reference/current/es-security-principles.html""}]}}",true,rz-finding-open-access-unauth-database
065df850-3fd5-4942-9ca6-77628b962b9b,2023-05-06,2025-04-16,runZero,services,Open Access,High,Unauthenticated InfluxDB Database,"The InfluxDB database is exposed to the network without access control.
This exposure allows an unauthenticated attacker to read, modify, and delete
database records.",_asset.protocol:influxdb AND protocol:influxdb,false,true,true,High,true,rz-query-open-access-unauth-influxdb,,7.50,7.50,7.50,0.00,cpe:2.3:a:influxdata:influxdb:-:*:*:*:*:*:*:*,"Implement InfluxDB security best practices as described in the documentation.
If configuration of the database is not possible, implementation network filters to block access to the service.","{""confidence"":""high"",""links"":{""urls"":[{""url"":""https://docs.influxdata.com/influxdb/v2/admin/security/""}]}}",true,rz-finding-open-access-unauth-database
cda239c4-5142-44e4-9f9f-ee5b4b998b79,2023-05-06,2025-04-16,runZero,services,Open Access,High,Unauthenticated Riak Database,"The Riak database is exposed to the network without access control.
This exposure allows an unauthenticated attacker to read, modify, and delete
database records.",(_asset.protocol:riak AND protocol:riak) OR (_asset.protocol:riak-http AND protocol:riak-http),false,true,true,High,true,rz-query-open-access-unauth-riak,,7.50,7.50,7.50,0.00,,"Implement Riak security best practices as described in the documentation.
If configuration of the database is not possible, implementation network filters to block access to the service.","{""confidence"":""high"",""links"":{""urls"":[{""url"":""https://docs.riak.com/riak/kv/latest/using/security/basics/index.html""}]}}",true,rz-finding-open-access-unauth-database
0a48810d-e363-4fcd-bf63-d572200333e4,2023-05-06,2025-04-16,runZero,services,Open Access,Critical,Unauthenticated Android Debug Bridge,"The Android Debug Bridge (ADB) service is exposed to the network without authentication.
An attacker can use this service to execute arbitrary code on the device and retrieve sensitive information.",_asset.protocol:adb AND protocol:adb AND has:adb.features,false,true,true,Critical,true,rz-query-open-access-android-debug-bridge,,10.00,0.00,10.00,0.00,,Disable the ADB service on the device or configure it to require authentication.,"{""confidence"":""high"",""links"":{""urls"":[{""url"":""https://developer.android.com/tools/adb""}]}}",true,rz-finding-open-access-unauth-admin-service
cf57cc11-abd2-44e4-a503-2132369f0631,2023-05-06,2025-04-16,runZero,services,Open Access,Critical,Unauthenticated Distributed Ruby Service,"The Distributed Ruby service is exposed to the network without authentication.
An attacker can use this service to execute arbitrary code.",_asset.protocol:drbd AND protocol:drbd,false,true,true,Critical,true,rz-query-open-access-drbd,,10.00,0.00,10.00,0.00,,Disable the Distributed Ruby service or configure it to require authentication.,"{""confidence"":""high"",""links"":{""urls"":[{""url"":""https://ruby-doc.org/stdlib-2.7.1/libdoc/drb/rdoc/DRb.html""}]}}",true,rz-finding-open-access-unauth-admin-service
f5eb0dfd-e8df-41ea-805e-497523884084,2023-05-06,2025-04-16,runZero,services,Open Access,Critical,Zabbix Agent Without ACL,Zabbix monitoring agents without access control can allow attackers to discover information about the host on which the agent is running.,_asset.protocol:zabbix-agent AND protocol:zabbix-agent AND NOT zabbix.isLocal:true,false,true,true,Critical,true,rz-query-open-access-interface-zabbix-agent,,10.00,0.00,10.00,0.00,,Add an Access Control List to the Zabbix agent configuration to limit access to trusted hosts.,"{""confidence"":""high"",""links"":{""urls"":null}}",true,rz-finding-open-access-unauth-admin-service
5e53a475-7d61-45fe-883f-81e154fd1218,2023-05-06,2025-04-16,runZero,services,Best Practice,Low,HTTP Directory Indexing Enabled,"The web server is configured to show directory listings when no default web page is present. 
This can expose sensitive information about the server's content to attackers.","_asset.protocol:http AND protocol:http AND has:html.title AND (html.title:=""Index of /%"" OR html.title:=""HFS /%"" OR html.title:=""Directory listing%"")",false,true,true,Low,false,rz-query-best-practice-http-directory-index,,0.00,0.00,0.00,0.00,,Disable automatic index generation in the web server configuration or add a default web page to each directory.,"{""confidence"":""high"",""cwe"":""CWE-548"",""links"":{""urls"":[{""title"":""DirectoryListings - HTTPD - Apache Software Foundation"",""url"":""https://cwiki.apache.org/confluence/pages/viewpage.action?pageId=115522289""}]}}",true,rz-finding-best-practice
55887074-52af-4a0c-a95f-ef38a9c1b02b,2023-05-17,2025-04-16,runZero,assets,End-of-Life,High,End-of-Life: Cisco Small Business Switches,"The Cisco Small Business Switch is no longer supported, with end-of-life dates ranging from April 4, 2018 to November 30, 2024, depending on the specific model.
No further updates, including security patches, will be made available, and existing vulnerabilities will not be resolved.","hw:""Cisco"" and type:""switch"" and (
hw:""SRW224G4-K9-"" OR
hw:""SRW2016-K9-"" OR
hw:""SG500X-"" OR
hw:""SF300-"" OR
hw:""SRW208G-K9-"" OR
hw:""SG300-"" OR
hw:""SRW2048-K9-"" OR
hw:""SLM2048PT-"" OR
hw:""SRW208-K9-"" OR
hw:""SF302-"" OR
hw:""SLM2008PT-"" OR
hw:""SLM224PT-"" OR
hw:""SF500-"" OR
hw:""SLM2008T-"" OR
hw:""SG500-"" OR
hw:""SG200-"" OR
hw:""SF200-"" OR
hw:""SLM224GT-"" OR
hw:""SLM2016T-"")",false,true,true,High,true,rz-query-vuln-cisco-smb-switches-eol,"CVE-2023-20024
CVE-2023-20156
CVE-2023-20157",9.80,0.00,9.80,0.00,,Discontinue use of this device.,"{""confidence"":""none"",""links"":{""urls"":[{""url"":""https://www.cisco.com/c/en/us/products/collateral/switches/small-business-smart-switches/eos-eol-notice-c51-740541.html""},{""url"":""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sb-rv-overflow-s2r82P9v""}]}}",true,rz-finding-eol-asset
50271648-549f-4ac9-b2ab-0f76331fede3,2023-05-26,2025-04-16,runZero,services,Open Access,Medium,Click Modular Router Shell,"The Click Modular Router shell is accessible over the network without authentication.
An attacker can use this service to extract sensitive device information.
Unpatched Cisco Meraki devices are known to inadvertently expose this service.",_asset.protocol:click protocol:click,false,true,true,Medium,false,rz-query-open-access-click-modular-router,,5.50,0.00,5.50,0.00,,"Disable the Click Modular Router shell service on the device. In the case of Cisco Meraki devices, ensure that the device is running the latest firmware.","{""confidence"":""high"",""links"":{""urls"":[{""url"":""https://github.com/kohler/click""}]}}",true,rz-finding-open-access-unauth-admin-service
5926ae78-3b65-4867-935e-5e9f4f0f1657,2023-05-26,2025-04-16,runZero,services,Open Access,High,Unauthenticated HashiCorp Consul Database,"The HashiCorp Consul configuration database is exposed to the network without access control.
This exposure allows an unauthenticated attacker to read, modify, and delete
configuration records, which often include sensitive authentication tokens.",_asset.protocol:consul protocol:consul has:consul.config.datacenter,false,true,true,High,true,rz-query-open-access-unauth-consul,,7.50,7.50,7.50,0.00,,"Implement HashiCorp Consul security best practices as described in the documentation.
If configuration of the database is not possible, implementation network filters to block access to the service.","{""confidence"":""high"",""links"":{""urls"":[{""url"":""https://developer.hashicorp.com/consul/docs/security""}]}}",true,rz-finding-open-access-unauth-database
9012bac1-d3c2-4f00-921d-61cf4fe309d9,2023-05-26,2025-04-16,runZero,services,Open Access,Critical,Sun Solaris sadmind RPC Service,The Sun Solaris sadmind RPC service allows remote users to execute arbitrary commands as the root user without authentication.,"_asset.protocol:rpcbind protocol:rpcbind rpcbind.programs:""100232-v10-""",false,true,true,Critical,true,rz-query-exposed-management-interface-sun-sadmind,,0.00,0.00,0.00,0.00,,Disable the affected service.,"{""confidence"":""high"",""links"":{""urls"":[{""url"":""https://docs.oracle.com/cd/E19683-01/817-0675/6mgf7e57i/index.html""}]}}",true,rz-finding-open-access-unauth-admin-service
c2c48372-ed38-4153-8643-640e9ffecdee,2023-05-26,2025-04-16,runZero,services,Open Access,Critical,Cisco Smart Install Service,The Cisco Smart Install service allows an unauthenticated attacker to retrieve and modify the running configuration of a network device.,_asset.protocol:ciscosmi protocol:ciscosmi,false,true,true,Critical,true,rz-query-exposed-management-interface-cisco-smi,,10.00,0.00,10.00,0.00,,Disable the Cisco Smart Install service using the `no vstack` command in privileged EXEC mode on the device configuration console.,"{""confidence"":""high"",""links"":{""urls"":[{""url"":""https://github.com/Sab0tag3d/SIETpy3""},{""url"":""https://www.rapid7.com/blog/post/2017/09/20/cisco-smart-install-exposure/""},{""url"":""https://quickview.cloudapps.cisco.com/quickview/bug/CSCvd36820""},{""url"":""https://quickview.cloudapps.cisco.com/quickview/bug/CSCvd36799""},{""url"":""https://quickview.cloudapps.cisco.com/quickview/bug/CSCvd36810""}]}}",true,rz-finding-open-access-unauth-admin-service
89f28a3a-f9dc-47a3-94bc-a7e104eb27fd,2023-05-26,2025-04-16,runZero,services,Open Access,Critical,Unauthenticated CNCF etcd Database,"The CNCF etcd configuration database is exposed to the network without access control.
This exposure allows an unauthenticated attacker to read, modify, and delete
configuration records, which often include sensitive authentication tokens.",_asset.protocol:etcd2 protocol:etcd2 etcd2.access:allowed,false,true,true,Critical,true,rz-query-open-access-unauth-etcd,,10.00,0.00,10.00,0.00,,"Implement etcd security best practices as described in the documentation.
If configuration of the database is not possible, implementation network filters to block access to the service.","{""confidence"":""high"",""links"":{""urls"":[{""url"":""https://etcd.io/docs/v3.2/op-guide/security/""}]}}",true,rz-finding-open-access-unauth-database
ad8f4fbe-95b0-41fd-90a8-bbdadbfbe0cb,2023-07-21,2025-04-16,runZero,assets,Internet Exposure,Medium,Publicly Exposed Baseboard Management Controller,"The Baseboard Management Controller (BMC) is exposed to the public internet. The BMC can be used to 
remotely manage the server, and if exposed to the internet, can be a target for attackers.",haspublic:t AND (type:bmc OR protocol:ipmi),false,true,true,Medium,false,rz-query-internet-exposed-bmc,,0.00,0.00,0.00,0.00,,"Connect the BMC network interface to a private link accessible through a VPN. If changing the IP is not possible,
consider implementing network filters to restrict access to trusted sources.","{""confidence"":""high"",""links"":{""urls"":[{""title"":""Intelligent Platform Management Interface"",""url"":""https://en.wikipedia.org/wiki/Intelligent_Platform_Management_Interface#Baseboard_management_controller""}]}}",true,rz-finding-internet-exposed-service
836ff1ae-f6ea-4550-b7d7-84b8eff3d08a,2024-04-03,2025-04-16,runZero,services,Rapid Response,Info,Rapid Response: Ivanti Connect Secure/Policy Secure Remote Code Execution,"Ivanti Connect Secure and Ivanti Policy Secure versions 9.x and 22.x and earlier suffer from a variety of vulnerabilities, including
remote code execution, denial-of-service, and information disclosure vulnerabilities.","_asset.products:""Policy Secure"" OR _asset.products:""Connect Secure""",false,true,true,Info,true,rz-query-rapid-response-ivanti-connect-and-policy-secure,"CVE-2024-21894
CVE-2024-22052
CVE-2024-22053
CVE-2024-22023
CVE-2024-29205
CVE-2025-22457",9.00,0.00,9.00,0.00,"cpe:/a:ivanti:policy_secure:-
cpe:/a:ivanti:connect_secure:-","Upgrade to version 22.7R2.6 (a ""modern stack"" release) or later on the affected systems, or discontinue use of these products
if mitigations are not available.

Note that version 9.x of the operating system (""classic"" releases) are no longer supported.","{""confidence"":""none"",""cwe"":""CWE-787\nCWE-703\nCWE-121"",""links"":{""rz_blog"":[{""title"":""How to find Ivanti gateways on your network"",""url"":""https://www.runzero.com/blog/ivanti-gateways/""}],""urls"":[{""url"":""https://forums.ivanti.com/s/article/SA-CVE-2024-21894-Heap-Overflow-CVE-2024-22052-Null-Pointer-Dereference-CVE-2024-22053-Heap-Overflow-and-CVE-2024-22023-XML-entity-expansion-or-XXE-for-Ivanti-Connect-Secure-and-Ivanti-Policy-Secure-Gateways?language=en_US""},{""url"":""https://forums.ivanti.com/s/article/April-Security-Advisory-Ivanti-Connect-Secure-Policy-Secure-ZTA-Gateways-CVE-2025-22457?language=en_US""}]}}",true,rz-finding-rapid-response-services
8e839ef6-6c0b-4ba0-b2e3-27368516b499,2024-04-03,2025-04-16,runZero,software,Rapid Response,Info,Rapid Response: Progress Flowmon Packet Inspector Command Injection,"The Progress Flowmon Packet Inspector versions 11.x and 12.x are vulnerable to a remote command
injection vulnerability. Successful exploitation of this vulnerability would allow an attacker
to execute arbitrary system commands without authentication.","_asset.products:=""Flowmon Packet Investigator""",false,true,true,Info,true,rz-query-rapid-response-flowmon-rce,CVE-2024-2389,10.00,0.00,10.00,0.00,cpe:2.3:a:progress:flowmon_packet_investigator:-,"For Flowmon 12.x systems, update to version 12.3.5 or later.
For Flowmon 11.x systems, update to version 11.1.14 or later.","{""confidence"":""none"",""cwe"":""CWE-78"",""links"":{""rz_blog"":[{""title"":""How to find Progress Software Flowmon Packet Investigator"",""url"":""https://www.runzero.com/blog/progress-software-flowmon/""}],""urls"":[{""url"":""https://community.progress.com/s/article/CVE-2024-2389-Flowmon-critical-security-vulnerability""}]}}",true,rz-finding-rapid-response-services
0d0466fe-b9d6-4d98-b73e-37264f8df26d,2024-04-09,2025-04-16,runZero,assets,End-of-Life,Info,End-of-Life: D-Link DNS Family NAS,"All versions of the D-Link DNS-320L, DNS-325, DNS-327L and DNS-340L network attached storage (NAS) devices are
vulnerable to a remote command injection vulnerability.","fp.hw.product:=""DNS-320L"" OR fp.hw.product:=""DNS-325"" OR fp.hw.product:=""DNS-327L"" OR fp.hw.product:=""DNS-340L""",false,true,true,Info,true,rz-query-dlink-dns-nas-eol,CVE-2024-3273,7.30,7.30,7.30,0.00,,The affected devices are no longer supported by the vendor and use of these devices should be discontinued.,"{""confidence"":""none"",""cwe"":""CWE-77"",""links"":{""rz_blog"":[{""title"":""How to find D-Link routers on your network"",""url"":""https://www.runzero.com/blog/d-link/""}],""urls"":[{""url"":""https://supportannouncement.us.dlink.com/security/publication.aspx?name=SAP10383""},{""url"":""https://vuldb.com/?submit.304661""}]}}",true,rz-finding-eol-asset
48d2480c-84a0-4ada-8781-dcef51a79757,2024-04-11,2025-04-16,runZero,services,Vulnerability,Medium,lighttpd Web Server Out-of-Bounds Memory Read,"lighttpd versions prior to 1.4.50 are affected by multiple vulnerabilities
- A path traversal vulnerability in `mod_alias`
- A use-after-free memory corruption vulnerability in the core server",product:lighttpd (_service.product:=lighttpd:lighttpd:1.4.0% OR _service.product:=lighttpd:lighttpd:1.4.1% OR _service.product:=lighttpd:lighttpd:1.4.2% OR _service.product:=lighttpd:lighttpd:1.4.3% OR _service.product:=lighttpd:lighttpd:1.4.4%),false,true,true,Medium,true,rz-query-vuln-lighttpd-multiple,CVE-2018-19052,7.50,7.50,7.50,0.00,cpe:/a:lighttpd:lighttpd:-,"Upgrade to version 1.4.50 or later of lighttpd, or discontinue use of this product if mitigations are not possible.","{""confidence"":""none"",""cwe"":""CWE-22"",""links"":{""cves"":[{""title"":""CVE-2018-19052"",""url"":""https://www.cve.org/cverecord?id=CVE-2018-19052""}],""rz_blog"":[{""title"":""How to find outdated lighttpd services"",""url"":""https://www.runzero.com/blog/lighttpd/""}],""urls"":[{""url"":""https://lists.opensuse.org/archives/list/security-announce@lists.opensuse.org/message/VOBJZNTYGCVJJSLH5SFMUWQQJH3XPGJW/""},{""url"":""https://github.com/lighttpd/lighttpd1.4/commit/2105dae0f9d7a964375ce681e53cb165375f84c1""},{""url"":""https://lists.debian.org/debian-lts-announce/2022/01/msg00012.html""}]}}",true,rz-finding-vulnerability-rce
2034b31c-d993-4747-8d9a-12a48770d302,2024-04-12,2025-04-16,runZero,assets,Rapid Response,Info,Rapid Response: Palo Alto Networks PAN-OS File Creation Remote Code Execution,"Multiple versions of Palo Alto Networks PAN-OS are vulnerable to a remote arbitrary file creation vulnerabilty that can lead to remote code execution
- PAN-OS version 11.1 < 11.1.0-h3, < 11.1.1-h1, < 11.1.2-h3
- PAN-OS version 11.0 < 11.0.0-h3, < 11.0.1-h4, < 11.0.2-h4, < 11.0.3-h10, < 11.0.4-h1
- PAN-OS version 10.2 < 10.2.0-h3, < 10.2.1-h2, < 10.2.2-h5, < 10.2.3-h13, < 10.2.4-h16, < 10.2.5-h6, < 10.2.6-h3, < 10.2.7-h8, < 10.2.8-h3, < 10.2.9-h1","os:""PAN-OS""",false,true,true,Info,true,rz-query-rapid-response-pan-rce,CVE-2024-3400,9.80,0.00,9.80,0.00,,"Upgrade PAN-OS to one of the following versions or later
- PAN-OS version 11.1 >= 11.1.0-h3, >= 11.1.1-h1, >= 11.1.2-h3
- PAN-OS version 11.0 >= 11.0.0-h3, >= 11.0.1-h4, >= 11.0.2-h4, >= 11.0.3-h10, >= 11.0.4-h1
- PAN-OS version 10.2 >= 10.2.0-h3, >= 10.2.1-h2, >= 10.2.2-h5, >= 10.2.3-h13, >= 10.2.4-h16, >= 10.2.5-h6, >= 10.2.6-h3, >= 10.2.7-h8, >= 10.2.8-h3, >= 10.2.9-h1","{""confidence"":""none"",""cwe"":""CWE-77 CWE-22"",""links"":{""rz_blog"":[{""title"":""How to find Palo Alto Network devices running PAN-OS"",""url"":""https://www.runzero.com/blog/palo-alto-networks/""}],""urls"":[{""url"":""https://security.paloaltonetworks.com/CVE-2024-3400""}]}}",true,rz-finding-rapid-response-assets
8a8f3fce-8eb1-4368-83f4-16ed230684fe,2024-07-01,2025-04-16,runZero,services,Rapid Response,Info,Rapid Response: OpenSSH 'regreSSHion' Signal Handling Remote Code Execution,"The OpenSSH Secure Shell (SSH) server is vulnerable to a signal-handling flaw that
could lead to unauthenticated remote code execution. This issue affects versions
starting with 8.6 and up to 9.7. An older variant of this issue also affects versions
prior to 4.4.","_asset.protocols:ssh protocol:ssh ( _service.product:=""OpenBSD:OpenSSH:9%"" OR _service.product:=""OpenBSD:OpenSSH:8%"" )  NOT  (os:OpenBSD OR banner:""OpenSSH_8.0"" OR banner:""OpenSSH_8.1"" OR banner:""OpenSSH_8.2"" OR banner:""OpenSSH_8.3"" OR banner:""OpenSSH_8.4"" OR banner:""OpenSSH_9.8"" OR banner:""OpenSSH_for_Windows"" OR banner:""Ubuntu-3ubuntu13.3"" OR banner:""Ubuntu-3ubuntu13.8"" OR banner:""Ubuntu-3ubuntu13.9"" OR banner:""Ubuntu-3ubuntu0.10"" OR banner:""Ubuntu-3ubuntu0.11"" OR banner:""Ubuntu-1ubuntu3.6"" OR banner:""Debian-2+deb12u3"" OR banner:""Debian-2+deb12u4"" OR banner:""Debian-2+deb12u5"" OR banner:""FreeBSD-20240701"")",false,true,true,Info,true,rz-query-rapid-response-openssh-regresshion,CVE-2024-6387,8.10,0.00,8.10,0.00,cpe:2.3:a:openbsd:openssh:-,"Upgrade to OpenSSH version 9.8 or later, or discontinue use of this product if mitigations are not available.","{""confidence"":""none"",""cwe"":""CWE-362\nCWE-364"",""links"":{""rz_blog"":[{""title"":""How to find OpenSSH systems on your network"",""url"":""https://www.runzero.com/blog/openssh-servers/""}],""urls"":[{""url"":""https://www.openwall.com/lists/oss-security/2024/07/01/12""},{""url"":""https://www.openssh.com/txt/release-9.8""}]}}",true,rz-finding-rapid-response-services
ade49cc9-4e84-44a3-92b1-ccecd08f5186,2024-07-10,2025-04-16,runZero,services,Rapid Response,Info,Rapid Response: PKIX-SSH 'regreSSHion' Signal Handling Remote Code Execution,"The PKIX-SSH Secure Shell (SSH) server is vulnerable to a signal-handling flaw that
could lead to unauthenticated remote code execution. This issue affects versions
starting with 13.3 and up to 15.0.","_asset.protocols:ssh protocol:ssh ( _service.product:=""Roumen Petrov:PKIX-SSH:13.%"" OR _service.product:=""Roumen Petrov:PKIX-SSH:14.%"" OR _service.product:=""Roumen Petrov:PKIX-SSH:15.0"" )  NOT  (os:OpenBSD OR banner:""PKIX[13.2"" )",false,true,true,Info,true,rz-query-rapid-response-pkix-ssh-regresshion,CVE-2024-6387,8.10,0.00,8.10,0.00,,"Upgrade to PKIX-SSH version 15.1 or newer, or discontinue use of this product if mitigations are not available.","{""confidence"":""none"",""cwe"":""CWE-362\nCWE-364"",""links"":{""rz_blog"":[{""title"":""How to find PKIX-SSH services on your network"",""url"":""https://www.runzero.com/blog/pkix-ssh-services/""}],""urls"":[{""url"":""https://www.openwall.com/lists/oss-security/2024/07/01/12""},{""url"":""https://roumenpetrov.info/secsh/""}]}}",true,rz-finding-rapid-response-services
18d806c8-878c-49d1-b80b-a63f515f86ae,2024-08-19,2025-04-16,runZero,assets,End-of-Life,High,End-of-Life: Operating System,"The asset is running an operating system version that has reached its end-of-life and is no longer supported by the vendor.
No further updates, including security patches, will be made available, and existing vulnerabilities will not be resolved.",(os_eol_extended:>0 AND os_eol_extended:<now) OR (os_eol_extended:0 AND os_eol:<now),false,false,true,High,false,rz-query-vuln-eol-os,,0.00,0.00,0.00,0.00,,"Update to a supported version of the operating system, or discontinue use if no upgrades are available.","{""confidence"":""high"",""links"":{""urls"":[{""url"":""https://www.cisa.gov/news-events/news/understanding-patches-and-software-updates""}]}}",true,rz-finding-eol-os
ddb0fab8-edc5-4adc-90ed-3b51e3ce0b41,2025-01-23,2025-04-16,runZero,services,Rapid Response,Info,Rapid Response: SonicWall SMA1000 Remote Command Execution,"SonicWall SMA1000 Series appliances prior to version 12.4.3-02854 are vulnerable to remote unauthenticated
command execution (CVE-2025-23006). This issue is due to a unsafe deserialization of untrusted data in the
Appliance Management Console (AMC) and Central Management Console (CMC).","hw:""SonicWall SMA1000"" OR
 _asset.protocol:http (last.html.title:=""Appliance Management Console Login"" OR last.html.title:=""Central Management Console Login"" OR http.head.server:=""SMA/%"" OR (favicon.ico.image.mmh3:""16866410"" AND (last.html.title:""WorkPlace"" OR html.title:""WorkPlace"")))",false,true,true,Info,true,rz-query-rapid-response-sonicwall-sma1000,CVE-2025-23006,9.80,0.00,9.80,0.00,"cpe:2.3:a:sonicwall:sma8200v:*:*:*:*:*:*:*:*
cpe:2.3:o:sonicwall:sma6200_firmware:*:*:*:*:*:*:*:*
cpe:2.3:h:sonicwall:sma6200:-:*:*:*:*:*:*:*
cpe:2.3:o:sonicwall:sma6210_firmware:*:*:*:*:*:*:*:*
cpe:2.3:h:sonicwall:sma6210:-:*:*:*:*:*:*:*
cpe:2.3:o:sonicwall:sma7200_firmware:*:*:*:*:*:*:*:*
cpe:2.3:h:sonicwall:sma7200:-:*:*:*:*:*:*:*
cpe:2.3:o:sonicwall:sma7210_firmware:*:*:*:*:*:*:*:*
cpe:2.3:h:sonicwall:sma7210:-:*:*:*:*:*:*:*
cpe:2.3:o:sonicwall:sra_ex6000_firmware:*:*:*:*:*:*:*:*
cpe:2.3:o:sonicwall:sra_ex6000_firmware:*:*:*:*:*:*:*:*
cpe:2.3:o:sonicwall:sra_ex7000_firmware:*:*:*:*:*:*:*:*
cpe:2.3:h:sonicwall:sra_ex7000:-:*:*:*:*:*:*:*
cpe:2.3:o:sonicwall:sra_ex9000_firmware:*:*:*:*:*:*:*:*
cpe:2.3:h:sonicwall:sra_ex9000:-:*:*:*:*:*:*:*","Upgrade the SMA1000 appliance to version 12.4.3-02854 (platform-hotfix) or newer. 
Discontinue the use of this product if mitigations are not available.","{""confidence"":""none"",""cwe"":""CWE-502"",""links"":{""rz_blog"":[{""title"":""How to find SonicWall devices on your network"",""url"":""https://www.runzero.com/blog/sonicwall/""}],""urls"":[{""url"":""https://psirt.global.sonicwall.com/vuln-detail/SNWLID-2025-0002""}]}}",true,rz-finding-rapid-response-assets
