host,port_count,ports
49.4.19.102,16,"['0', '0', '53', '53', '53', '53', '0', '443', '443', '443', '443', '443', '443', '443', '', '443']"
2407:c080:1400:14:c176:89af:a45a:9ebd,1,['0']
80.158.20.199,9,"['0', '0', '0', '443', '443', '443', '443', '443', '']"
185.176.78.228,11,"['0', '443', '80', '80', '443', '80', '80', '443', '443', '443', '']"
80.158.17.16,10,"['0', '0', '0', '443', '443', '443', '443', '443', '443', '']"
121.36.117.116,17,"['0', '0', '53', '53', '53', '53', '0', '443', '9001', '443', '9001', '443', '443', '443', '9001', '9001', '']"
49.4.32.141,17,"['0', '0', '53', '53', '53', '53', '0', '443', '9001', '443', '9001', '443', '443', '443', '9001', '9001', '']"
199.91.74.211,33,"['0', '0', '53', '8180', '8080', '8180', '8180', '8180', '8080', '443', '8080', '8080', '443', '8081', '443', '80', '80', '443', '8443', '9080', '7443', '80', '80', '443', '443', '443', '7443', '443', '443', '7443', '7443', '7443', '']"
199.91.74.209,33,"['0', '0', '53', '8180', '8080', '8180', '8180', '8180', '8080', '8080', '8080', '443', '443', '8081', '443', '80', '80', '443', '8443', '9080', '7443', '80', '80', '443', '443', '443', '7443', '443', '443', '7443', '7443', '7443', '']"
199.91.74.177,42,"['0', '0', '53', '53', '53', '53', '53', '53', '53', '53', '53', '53', '8180', '8080', '8180', '8180', '8180', '8080', '443', '8080', '8080', '443', '8081', '443', '80', '80', '443', '8443', '9080', '7443', '80', '80', '443', '443', '443', '7443', '443', '443', '7443', '7443', '7443', '']"
199.91.74.176,42,"['0', '0', '53', '53', '53', '53', '53', '53', '53', '53', '53', '53', '8180', '8080', '8180', '8180', '8180', '8080', '443', '8080', '8080', '443', '8081', '443', '80', '80', '443', '8443', '9080', '7443', '80', '80', '443', '443', '443', '7443', '443', '443', '7443', '7443', '7443', '']"
121.36.46.207,7,"['0', '0', '53', '53', '53', '53', '0']"
116.205.4.1,709,"['0', '0', '53', '53', '53', '53', '5405', '1352', '5222', '1220', '17791', '3306', '53', '16992', '264', '6002', '9002', '3128', '8009', '17798', '5520', '135', '25', '110', '8205', '4679', '37777', '8161', '4322', '5022', '1035', '1030', '19888', '2121', '3050', '7510', '389', '6661', '23', '6000', '1300', '30000', '7580', '2083', '143', '8028', '37890', '6514', '5631', '8099', '12397', '6542', '4659', '9809', '1311', '1530', '2947', '903', '7077', '6106', '17777', '81', '8000', '4567', '1080', '5666', '11234', '7071', '84', '9084', '617', '16102', '10050', '34964', '19300', '47002', '38010', '9300', '102', '7001', '5000', '7879', '7787', '8180', '1101', '4343', '3311', '4369', '5985', '5060', '50013', '2199', '109', '7474', '222', '5275', '8812', '2323', '28017', '3500', '4445', '990', '7579', '5351', '1090', '8030', '1811', '6379', '1604', '161', '88', '28222', '50000', '8080', '40007', '2181', '10001', '50070', '7777', '4730', '4840', '540', '8888', '27888', '20222', '8899', '6101', '8089', '1433', '5051', '5554', '47001', '465', '41080', '444', '407', '6667', '9160', '2525', '2103', '1', '873', '11099', '3632', '7801', '1900', '9855', '8471', '14330', '9495', '7', '7778', '5037', '631', '7676', '9091', '10008', '2967', '9595', '13500', '20034', '34443', '43', '5986', '5347', '85', '6001', '88', '88', '88', '5222', '9002', '8009', '3128', '7510', '81', '8000', '8180', '9084', '84', '7001', '5000', '1090', '10001', '8080', '7777', '8899', '8888', '8089', '22222', '4433', '1100', '8787', '1102', '502', '5222', '52302', '79', '19810', '119', '7902', '3217', '37718', '50090', '6070', '1103', '1755', '995', '9999', '10000', '8333', '70', '5222', '9002', '9002', '7510', '9091', '7510', '3128', '8009', '3128', '8009', '37', '3628', '15200', '8088', '2809', '9443', '8883', '7001', '5000', '7001', '85', '6001', '5000', '10000', '10616', '9100', '5433', '12174', '2379', '384', '8014', '26000', '17185', '5038', '998', '1533', '9524', '3460', '6503', '3273', '7100', '7770', '9530', '2604', '34963', '15671', '25025', '636', '8400', '17784', '9092', '10202', '7000', '7181', '8086', '9084', '81', '9084', '81', '8180', '8000', '8180', '8000', '10098', '28784', '5247', '7373', '8081', '16993', '38008', '5498', '23943', '20000', '623', '17783', '6504', '4444', '9471', '5168', '10080', '1090', '1090', '1102', '8088', '84', '9440', '69', '10443', '84', '62078', '20111', '17778', '27000', '26122', '6988', '2049', '27019', '6112', '443', '5671', '21', '8883', '995', '10001', '10001', '20000', '8014', '554', '6060', '6082', '912', '7777', '80', '4443', '3000', '8899', '8888', '7000', '7777', '8086', '8899', '8888', '8089', '8080', '8089', '8080', '9443', '9091', '1211', '5061', '5672', '49', '2100', '13364', '1494', '548', '2362', '61616', '25565', '25000', '7210', '55580', '9091', '4444', '8008', '523', '9527', '10080', '85', '6001', '8545', '83', '85', '6001', '3037', '9001', '105', '17782', '8686', '8081', '9999', '6060', '5400', '3200', '524', '5632', '9111', '38292', '8088', '1583', '9000', '8088', '113', '771', '2207', '5521', '587', '1102', '8903', '80', '3000', '1102', '443', '8883', '6405', '3312', '3300', '7700', '1024', '9099', '8020', '8883', '8008', '888', '37891', '46824', '31001', '921', '7800', '7080', '995', '8443', '83', '8014', '8014', '9001', '8686', '4443', '7000', '8086', '7000', '9000', '8086', '4000', '6905', '515', '1581', '6080', '55553', '6502', '34205', '3351', '8012', '7547', '9443', '8020', '995', '4444', '5250', '3690', '6262', '62514', '137', '8983', '9080', '82', '31099', '45230', '8023', '9152', '15672', '500', '23472', '20010', '4848', '12345', '111', '13', '7443', '20101', '18264', '10080', '4444', '10080', '7800', '995', '7080', '587', '6060', '6060', '8095', '42', '41523', '17781', '1099', '10203', '5093', '9418', '8488', '783', '139', '8087', '5355', '993', '8081', '9443', '8081', '11333', '8222', '3780', '5900', '512', '8303', '5814', '27080', '1582', '3817', '8127', '910', '8090', '1129', '8012', '1000', '9443', '8443', '9080', '82', '80', '80', '3000', '8087', '2598', '5601', '1241', '1521', '34962', '18881', '2533', '9060', '5984', '12221', '1234', '443', '3000', '443', '8095', '7443', '8090', '1000', '443', '5683', '3790', '32913', '22', '32764', '2375', '3269', '5353', '6050', '1270', '38102', '5040', '1091', '7144', '17776', '3057', '2376', '12203', '2082', '9380', '5580', '1468', '8503', '44334', '4786', '1098', '6660', '8800', '2638', '27017', '9390', '10162', '9090', '1128', '9081', '12401', '38080', '8008', '8008', '5601', '83', '83', '443', '443', '5555', '2380', '179', '5392', '6556', '5938', '1199', '11000', '20171', '8800', '9001', '9001', '8686', '8686', '5555', '9081', '4443', '4443', '17200', '20293', '8300', '5988', '41025', '1723', '3268', '10051', '3389', '3299', '5432', '37892', '41524', '689', '23791', '9042', '8901', '1089', '1883', '9090', '9000', '9000', '1440', '46823', '705', '2381', '4092', '8902', '2601', '44818', '5800', '11000', '17790', '8880', '25672', '902', '5989', '57772', '65535', '402', '48899', '2000', '49152', '9200', '13838', '20031', '9600', '17775', '5560', '1158', '513', '19', '8834', '5920', '40317', '7021', '9', '8020', '8020', '1883', '9391', '7800', '9200', '7800', '7080', '7080', '587', '587', '7021', '8880', '8012', '8012', '10628', '8443', '9080', '82', '9080', '82', '8098', '2222', '8087', '8443', '8087', '8443', '8095', '8095', '8098', '7443', '7443', '8090', '8090', '1000', '1000', '5601', '5601', '8800', '8800', '5555', '9081', '5555', '9081', '9090', '9090', '11000', '11000', '1883', '1883', '7021', '7021', '8880', '8098', '8880', '8098', '', '443']"
116.205.4.2,709,"['0', '0', '53', '53', '53', '53', '5222', '1352', '1220', '5405', '3306', '17791', '53', '16992', '3128', '264', '6002', '9002', '5520', '25', '8009', '17798', '135', '8205', '110', '4679', '37777', '4322', '5022', '8161', '1035', '1030', '19888', '2121', '3050', '389', '6661', '23', '7510', '6000', '1300', '143', '30000', '7580', '2083', '37890', '6514', '8028', '5631', '6542', '8099', '12397', '4659', '9809', '1530', '1311', '2947', '7077', '903', '6106', '17777', '81', '8000', '4567', '1080', '5666', '11234', '7071', '84', '9084', '617', '16102', '10050', '19300', '102', '47002', '34964', '38010', '9300', '5000', '7001', '7879', '8180', '7787', '1101', '3311', '4369', '5985', '5060', '2199', '109', '8812', '50013', '7474', '222', '5275', '17790', '28017', '4445', '2323', '7579', '990', '3500', '8030', '1811', '5351', '1090', '1604', '88', '6379', '161', '50000', '28222', '8080', '10001', '2181', '40007', '4730', '4840', '50070', '7777', '8888', '540', '27888', '8899', '6101', '20222', '1433', '5051', '8089', '5554', '47001', '465', '444', '41080', '9160', '407', '6667', '2525', '1', '2103', '11099', '873', '3632', '7801', '9855', '1900', '8471', '14330', '9495', '7', '7778', '5037', '631', '7676', '9091', '10008', '9595', '13500', '20034', '34443', '5986', '43', '5347', '6001', '85', '88', '88', '88', '5222', '3128', '9002', '8009', '7510', '9084', '8000', '81', '84', '5222', '7001', '8180', '1090', '5000', '10001', '8080', '8888', '8089', '8899', '7777', '8787', '1100', '22222', '4433', '1102', '502', '5222', '52302', '19810', '119', '79', '7902', '3217', '37718', '50090', '6070', '1103', '1755', '995', '9999', '8333', '10000', '70', '3128', '3128', '9002', '9002', '9091', '8009', '7510', '8009', '6001', '7510', '37', '3628', '8088', '15200', '8883', '9443', '2809', '81', '9084', '81', '9084', '8000', '8000', '10000', '84', '85', '10616', '5433', '9100', '12174', '384', '2379', '8014', '5038', '17185', '26000', '998', '1533', '9524', '3273', '3460', '6503', '7100', '7770', '9530', '34963', '2604', '15671', '636', '25025', '8400', '7181', '10202', '17784', '9092', '7000', '8086', '10098', '84', '7001', '7001', '5247', '28784', '16993', '7373', '8081', '5498', '38008', '23943', '20000', '17783', '623', '6504', '4444', '5168', '9471', '10080', '8180', '8180', '1090', '1090', '5000', '5000', '8088', '1102', '10001', '8080', '9440', '69', '10443', '62078', '20111', '17778', '26122', '27000', '6988', '27019', '2049', '6112', '443', '21', '5671', '8883', '10001', '8080', '995', '8014', '20000', '554', '6060', '6082', '912', '80', '3000', '4443', '7777', '8089', '7000', '8086', '7777', '8888', '8899', '8089', '8888', '8899', '9443', '9091', '5061', '49', '2100', '5672', '25565', '1494', '1211', '13364', '61616', '2362', '548', '55580', '25000', '7210', '9091', '6001', '4444', '523', '8008', '9527', '10080', '6001', '85', '83', '8545', '85', '9999', '3037', '9001', '105', '8686', '17782', '3200', '8081', '6060', '8088', '5632', '5400', '524', '38292', '9111', '1583', '8088', '9000', '2207', '113', '771', '587', '5521', '1102', '80', '3000', '1102', '8883', '443', '3312', '8903', '6405', '3300', '7700', '1024', '9099', '8883', '8020', '8008', '888', '37891', '31001', '46824', '921', '7080', '7800', '83', '8443', '995', '8014', '9001', '8014', '8686', '4443', '7000', '8086', '9000', '7000', '8086', '4000', '6905', '1581', '6080', '515', '6502', '34205', '55553', '7547', '3351', '8012', '9443', '8020', '4444', '5250', '3690', '6262', '62514', '137', '10628', '8983', '31099', '82', '9080', '9152', '8023', '45230', '15672', '500', '23472', '4848', '20010', '12345', '111', '13', '20101', '7443', '18264', '995', '10080', '4444', '10080', '7080', '7800', '587', '995', '6060', '6060', '8095', '41523', '42', '17781', '1099', '10203', '5093', '9418', '8488', '139', '783', '5355', '8087', '8081', '8081', '9443', '993', '11333', '8222', '3780', '512', '5900', '8303', '5814', '27080', '1582', '8127', '3817', '910', '8090', '1129', '1000', '8012', '8443', '9443', '82', '9080', '80', '80', '3000', '2598', '5601', '8098', '1241', '2222', '1521', '18881', '34962', '2533', '5984', '9060', '12221', '1234', '5683', '3000', '8087', '443', '443', '8095', '7443', '8090', '1000', '443', '32913', '3790', '2375', '3269', '32764', '22', '5353', '1270', '6050', '38102', '5040', '1091', '7144', '17776', '3057', '12203', '2376', '2082', '9380', '5580', '1468', '44334', '8503', '4786', '6660', '1098', '8800', '27017', '2638', '9390', '10162', '9090', '12401', '1128', '9081', '38080', '5601', '8008', '8008', '8098', '83', '83', '443', '5555', '2380', '5392', '6556', '179', '11000', '5938', '20171', '1199', '9001', '443', '9001', '8800', '8686', '8686', '5555', '9081', '4443', '20293', '17200', '8300', '5988', '1723', '41025', '3389', '3268', '10051', '37892', '5432', '3299', '41524', '23791', '9042', '689', '8901', '1883', '1089', '4443', '9090', '9000', '9000', '11000', '1440', '705', '46823', '2381', '4092', '8902', '5800', '2601', '44818', '4343', '8880', '2967', '25672', '902', '5989', '57772', '65535', '402', '2000', '48899', '49152', '13838', '9200', '9600', '20031', '17775', '5560', '1158', '513', '19', '8834', '40317', '5920', '9', '7021', '8020', '8020', '1883', '9391', '7080', '7800', '7080', '9200', '7800', '587', '587', '7021', '8880', '8012', '8012', '8443', '82', '82', '9080', '9080', '8443', '8443', '8087', '8087', '8095', '8095', '7443', '7443', '8090', '8090', '1000', '1000', '5601', '5601', '8098', '8098', '8800', '8800', '5555', '5555', '9081', '9081', '9090', '9090', '11000', '11000', '1883', '1883', '7021', '7021', '8880', '8880', '', '443']"
116.205.4.130,709,"['0', '0', '53', '53', '53', '53', '5405', '1352', '5222', '3306', '1220', '17791', '53', '16992', '264', '6002', '3128', '25', '9002', '5520', '17798', '8009', '135', '110', '8205', '37777', '4679', '4322', '5022', '8161', '1035', '1030', '19888', '2121', '3050', '389', '7510', '6661', '23', '6000', '1300', '30000', '143', '7580', '2083', '37890', '8028', '6514', '5631', '6542', '8099', '12397', '4659', '9809', '1530', '2947', '1311', '903', '7077', '6106', '17777', '81', '8000', '4567', '1080', '5666', '11234', '84', '7071', '617', '9084', '16102', '10050', '19300', '34964', '47002', '102', '9300', '38010', '5000', '7879', '7787', '8180', '7001', '3311', '1101', '4343', '5985', '4369', '5060', '109', '2199', '50013', '8812', '7474', '222', '17790', '5275', '28017', '2323', '4445', '3500', '7579', '8030', '990', '5351', '1090', '1811', '6379', '1604', '161', '88', '50000', '28222', '40007', '8080', '2181', '10001', '50070', '4730', '7777', '4840', '8888', '540', '27888', '8899', '6101', '20222', '8089', '1433', '47001', '5051', '5554', '465', '444', '41080', '6667', '407', '9160', '2103', '2525', '873', '1', '11099', '3632', '7801', '9855', '1900', '8471', '14330', '9495', '7', '5037', '7778', '7676', '631', '2967', '10008', '9595', '13500', '20034', '34443', '5986', '5347', '43', '6001', '85', '88', '88', '88', '5222', '3128', '9002', '8009', '7510', '8000', '81', '84', '5000', '8180', '9084', '7001', '1090', '10001', '7777', '8888', '8089', '8899', '902', '22222', '8787', '4433', '1100', '8080', '502', '19810', '1102', '52302', '79', '119', '7902', '3217', '37718', '50090', '6070', '995', '1103', '1755', '9999', '8333', '10000', '5222', '5222', '9002', '8009', '9002', '8009', '3128', '7510', '3128', '7510', '81', '70', '37', '3628', '15200', '8088', '9443', '2809', '8883', '6001', '81', '5000', '85', '5000', '10000', '10616', '9100', '12174', '5433', '2379', '384', '8014', '5038', '17185', '1533', '998', '26000', '9524', '3460', '6503', '3273', '7100', '7770', '9530', '34963', '2604', '15671', '25025', '636', '8400', '17784', '7181', '9092', '10202', '7000', '8086', '8000', '84', '8000', '84', '8180', '9084', '8180', '10098', '28784', '5247', '8081', '7373', '16993', '5498', '38008', '20000', '23943', '17783', '623', '6504', '4444', '9471', '5168', '9084', '7001', '1090', '7001', '1090', '10001', '8088', '10001', '10080', '9440', '69', '10443', '62078', '20111', '17778', '27000', '26122', '27019', '2049', '1102', '6112', '21', '5671', '443', '995', '8883', '20000', '8014', '7777', '554', '6060', '6082', '912', '80', '4443', '7777', '7000', '8888', '8899', '8089', '8086', '8888', '8080', '8899', '8089', '8080', '9443', '3000', '2100', '1211', '5672', '5061', '49', '25565', '1494', '2362', '61616', '548', '13364', '25000', '55580', '7210', '8008', '4444', '523', '6001', '9527', '85', '6001', '8545', '83', '9001', '85', '10080', '9999', '3037', '17782', '105', '8686', '3200', '8081', '6060', '5400', '5632', '524', '38292', '9111', '1583', '80', '9000', '8088', '113', '8088', '771', '2207', '5521', '587', '443', '8903', '3312', '6405', '3300', '1024', '7700', '3000', '9099', '8020', '8008', '1102', '8883', '1102', '8883', '888', '37891', '31001', '46824', '7800', '921', '7080', '995', '83', '8014', '9001', '8014', '8686', '4443', '7000', '8086', '9000', '7000', '8443', '6905', '4000', '515', '1581', '55553', '6080', '6502', '3351', '34205', '7547', '8012', '8086', '9443', '8020', '4444', '5250', '3690', '6262', '62514', '137', '10628', '995', '8983', '82', '31099', '9080', '8023', '45230', '500', '15672', '9152', '23472', '20010', '4848', '12345', '111', '13', '20101', '7443', '18264', '4444', '10080', '7800', '10080', '995', '7080', '587', '6060', '6060', '8095', '41523', '17781', '42', '1099', '8488', '5093', '10203', '9418', '139', '783', '8087', '5355', '8081', '8081', '80', '80', '9443', '443', '11333', '993', '8222', '3780', '5900', '512', '8303', '5814', '1582', '27080', '3817', '8127', '8090', '910', '1129', '8012', '443', '9443', '8443', '82', '9080', '2598', '1000', '5601', '8098', '1241', '1521', '2222', '18881', '34962', '2533', '9060', '5984', '12221', '1234', '8087', '8095', '8090', '7443', '3000', '3000', '1000', '8008', '8008', '443', '5683', '3790', '32913', '2375', '22', '32764', '3269', '6050', '5353', '38102', '1270', '5040', '1091', '7144', '17776', '3057', '12203', '2082', '2376', '9380', '1468', '5580', '44334', '8503', '4786', '1098', '8800', '6660', '2638', '27017', '9390', '10162', '9090', '9081', '1128', '12401', '5601', '8098', '83', '83', '9001', '9001', '443', '38080', '5555', '2380', '179', '5392', '6556', '5938', '11000', '1199', '20171', '443', '8800', '8686', '8686', '9081', '5555', '4443', '17200', '8300', '5988', '20293', '1723', '41025', '10051', '3268', '3299', '3389', '37892', '5432', '41524', '689', '9042', '8901', '23791', '1883', '1089', '4443', '9090', '1440', '705', '46823', '4092', '2381', '8902', '2601', '5800', '44818', '9000', '11000', '9000', '8020', '8020', '8880', '9091', '25672', '5989', '57772', '65535', '2000', '402', '48899', '13838', '49152', '9200', '20031', '9600', '17775', '5560', '1158', '19', '513', '8834', '5920', '40317', '9', '7021', '7800', '1883', '9391', '7800', '9200', '7080', '9091', '7080', '6988', '587', '7021', '587', '8880', '8012', '8012', '82', '82', '8443', '9080', '9080', '8087', '8087', '8095', '8095', '8443', '8443', '8090', '8090', '7443', '7443', '1000', '1000', '5601', '5601', '8098', '8098', '8800', '8800', '9081', '5555', '9081', '5555', '443', '9090', '9090', '11000', '11000', '1883', '1883', '9091', '9091', '7021', '7021', '8880', '8880', '']"
116.205.4.129,709,"['0', '0', '53', '53', '53', '53', '1352', '5222', '5405', '3306', '53', '17791', '1220', '16992', '264', '3128', '6002', '9002', '17798', '5520', '25', '8009', '135', '110', '8205', '37777', '4322', '8161', '5022', '1035', '1030', '19888', '2121', '3050', '389', '7510', '6661', '23', '6000', '1300', '30000', '143', '7580', '37890', '2083', '8028', '6514', '5631', '6542', '8099', '12397', '4659', '9809', '1530', '1311', '2947', '903', '7077', '6106', '17777', '81', '8000', '1080', '4567', '5666', '7071', '11234', '84', '9084', '16102', '617', '10050', '19300', '47002', '38010', '34964', '102', '5000', '9300', '7001', '7787', '7879', '3311', '8180', '1101', '5985', '4343', '4369', '5060', '50013', '109', '2199', '8812', '17790', '5275', '7474', '222', '2323', '28017', '4445', '990', '7579', '5351', '3500', '8030', '1811', '1090', '1604', '6379', '88', '161', '50000', '28222', '8080', '40007', '2181', '10001', '4730', '50070', '7777', '4840', '540', '8888', '27888', '20222', '6101', '8899', '8089', '1433', '5554', '5051', '465', '47001', '444', '41080', '407', '6667', '2525', '9160', '2103', '1', '873', '11099', '3632', '9855', '7801', '1900', '8471', '14330', '9495', '7', '5037', '7778', '631', '7676', '9091', '8880', '9595', '13500', '20034', '34443', '5986', '43', '5347', '85', '6001', '88', '88', '88', '5222', '3128', '8009', '9002', '7510', '8000', '81', '9084', '84', '5222', '5000', '8180', '7001', '1090', '8080', '10001', '7777', '8888', '8899', '8089', '902', '22222', '1100', '8787', '4433', '1102', '502', '5222', '19810', '52302', '9391', '79', '119', '7902', '3217', '37718', '50090', '6070', '1755', '1103', '995', '9999', '8333', '10000', '70', '3128', '8009', '3128', '8009', '7510', '9091', '7510', '9002', '9002', '37', '3628', '15200', '8088', '9443', '9084', '2809', '8883', '81', '85', '8000', '81', '9084', '8000', '6001', '7001', '5000', '10000', '10616', '9100', '5433', '7001', '12174', '2379', '384', '8014', '5038', '17185', '998', '26000', '1533', '9524', '3460', '3273', '6503', '7770', '7100', '9530', '34963', '2604', '15671', '25025', '636', '8400', '7181', '17784', '9092', '7000', '10202', '8086', '10098', '5000', '8880', '8180', '84', '8180', '84', '28784', '5247', '8081', '16993', '7373', '5498', '38008', '23943', '20000', '17783', '623', '6504', '4444', '9471', '5168', '10080', '1090', '1090', '10001', '10001', '1102', '8088', '8080', '9440', '69', '10443', '8080', '62078', '17778', '20111', '27000', '26122', '6988', '27019', '2049', '6112', '443', '21', '5671', '8883', '995', '7777', '20000', '8014', '7777', '554', '6082', '6060', '912', '80', '4443', '3000', '7000', '8899', '8086', '8888', '8899', '8089', '8888', '8089', '9443', '9091', '5061', '5672', '49', '25565', '13364', '2100', '1494', '1211', '2362', '548', '61616', '25000', '55580', '7210', '9091', '4444', '85', '8008', '523', '9527', '10080', '6001', '85', '6001', '8545', '83', '9999', '9001', '3037', '105', '17782', '8686', '3200', '8081', '8880', '6060', '8088', '8880', '5400', '524', '5632', '38292', '9111', '1583', '80', '9000', '8088', '113', '771', '2207', '1102', '5521', '587', '3000', '1102', '8883', '443', '3312', '8903', '6405', '3300', '1024', '7700', '8883', '9099', '8020', '8008', '888', '37891', '31001', '46824', '921', '7080', '83', '8443', '995', '8014', '8014', '9001', '8686', '4443', '7000', '8086', '7000', '8086', '9000', '4000', '6905', '515', '1581', '6080', '55553', '6502', '34205', '7547', '8012', '3351', '9443', '8020', '4444', '5250', '6262', '3690', '62514', '137', '10628', '8983', '82', '31099', '8023', '9080', '45230', '15672', '9152', '500', '23472', '4848', '20010', '12345', '111', '13', '20101', '995', '7443', '18264', '10080', '4444', '10080', '7080', '995', '587', '6060', '6060', '8095', '42', '41523', '17781', '10203', '1099', '5093', '9418', '8488', '139', '783', '8087', '5355', '80', '8081', '80', '9443', '8081', '443', '8012', '11333', '993', '8222', '3780', '5900', '443', '512', '8303', '5814', '27080', '1582', '8127', '3817', '8090', '1129', '910', '1000', '9443', '8443', '82', '9080', '3000', '3000', '8087', '2598', '5601', '1241', '18881', '34962', '1521', '9060', '2533', '5984', '1234', '12221', '5683', '8095', '7443', '8090', '1000', '443', '3790', '32913', '2375', '3269', '22', '32764', '5353', '6050', '1270', '38102', '5040', '1091', '7144', '17776', '3057', '12203', '2082', '2376', '9380', '5580', '1468', '8503', '44334', '4786', '6660', '1098', '8800', '2638', '27017', '9390', '10162', '9090', '9081', '1128', '12401', '38080', '5601', '8008', '8008', '83', '83', '443', '443', '5555', '2380', '5392', '179', '6556', '11000', '5938', '1199', '20171', '9001', '9001', '8800', '8686', '8686', '9081', '5555', '4443', '4443', '17200', '8300', '20293', '5988', '1723', '41025', '3268', '3389', '10051', '3299', '5432', '37892', '41524', '689', '9042', '23791', '8901', '1883', '1089', '9090', '9000', '9000', '11000', '1440', '705', '46823', '4092', '2381', '8902', '5800', '2601', '44818', '4679', '2967', '10008', '5989', '25672', '57772', '65535', '402', '48899', '2000', '49152', '13838', '9200', '20031', '9600', '17775', '5560', '513', '1158', '19', '8834', '5920', '40317', '9', '7021', '8020', '8020', '1883', '9200', '7080', '7080', '587', '587', '7021', '8012', '8012', '7800', '82', '82', '8443', '9080', '9080', '8098', '2222', '7800', '8443', '8087', '8087', '8443', '8095', '8095', '8098', '7443', '7443', '8090', '8090', '443', '1000', '1000', '5601', '5601', '8800', '8800', '9081', '9081', '5555', '5555', '9090', '11000', '9090', '11000', '1883', '1883', '7021', '7021', '7800', '7800', '8098', '8098', '']"
