org_name,asset_count,site_id,subnet,risk,avg_risk,criticality,avg_criticality,search
demoscene,19,9ed46fe0-6035-4b83-91b9-31662eaf2d25,192.168.0.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A9ed46fe0-6035-4b83-91b9-31662eaf2d25+AND+net%3A192.168.0.0%2F24
demoscene,1,038cd651-7beb-465a-939b-db298e49e2a8,120.25.156.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A038cd651-7beb-465a-939b-db298e49e2a8+AND+net%3A120.25.156.0%2F24
demoscene,1,038cd651-7beb-465a-939b-db298e49e2a8,120.51.99.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A038cd651-7beb-465a-939b-db298e49e2a8+AND+net%3A120.51.99.0%2F24
demoscene,1,038cd651-7beb-465a-939b-db298e49e2a8,120.72.86.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A038cd651-7beb-465a-939b-db298e49e2a8+AND+net%3A120.72.86.0%2F24
demoscene,8,d5c64604-e4e8-426f-a948-3b77175c48eb,192.168.100.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3Ad5c64604-e4e8-426f-a948-3b77175c48eb+AND+net%3A192.168.100.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,18.191.169.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A18.191.169.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,172.31.33.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A172.31.33.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,18.219.165.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A18.219.165.0%2F24
demoscene,2,1a6bc37a-0a1e-4b96-9961-83265027c392,172.31.14.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A172.31.14.0%2F24
demoscene,2,038cd651-7beb-465a-939b-db298e49e2a8,120.89.3.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A038cd651-7beb-465a-939b-db298e49e2a8+AND+net%3A120.89.3.0%2F24
demoscene,1,038cd651-7beb-465a-939b-db298e49e2a8,120.126.37.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A038cd651-7beb-465a-939b-db298e49e2a8+AND+net%3A120.126.37.0%2F24
demoscene,5,038cd651-7beb-465a-939b-db298e49e2a8,120.126.54.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A038cd651-7beb-465a-939b-db298e49e2a8+AND+net%3A120.126.54.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,18.119.163.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A18.119.163.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,172.31.3.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A172.31.3.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,52.14.7.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A52.14.7.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,172.31.15.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A172.31.15.0%2F24
demoscene,1,038cd651-7beb-465a-939b-db298e49e2a8,120.28.58.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A038cd651-7beb-465a-939b-db298e49e2a8+AND+net%3A120.28.58.0%2F24
demoscene,1,038cd651-7beb-465a-939b-db298e49e2a8,120.72.98.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A038cd651-7beb-465a-939b-db298e49e2a8+AND+net%3A120.72.98.0%2F24
demoscene,1,038cd651-7beb-465a-939b-db298e49e2a8,120.114.235.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A038cd651-7beb-465a-939b-db298e49e2a8+AND+net%3A120.114.235.0%2F24
demoscene,1,038cd651-7beb-465a-939b-db298e49e2a8,120.126.195.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A038cd651-7beb-465a-939b-db298e49e2a8+AND+net%3A120.126.195.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,18.118.4.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A18.118.4.0%2F24
demoscene,1,038cd651-7beb-465a-939b-db298e49e2a8,120.50.23.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A038cd651-7beb-465a-939b-db298e49e2a8+AND+net%3A120.50.23.0%2F24
demoscene,1,9ed46fe0-6035-4b83-91b9-31662eaf2d25,192.168.60.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A9ed46fe0-6035-4b83-91b9-31662eaf2d25+AND+net%3A192.168.60.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,18.117.165.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A18.117.165.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,172.31.2.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A172.31.2.0%2F24
demoscene,1,038cd651-7beb-465a-939b-db298e49e2a8,120.114.183.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A038cd651-7beb-465a-939b-db298e49e2a8+AND+net%3A120.114.183.0%2F24
demoscene,3,580e9cdd-da35-4257-942e-4a24c327011e,192.168.1.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A580e9cdd-da35-4257-942e-4a24c327011e+AND+net%3A192.168.1.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,3.138.157.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A3.138.157.0%2F24
demoscene,2,1a6bc37a-0a1e-4b96-9961-83265027c392,172.31.18.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A172.31.18.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,18.224.82.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A18.224.82.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,172.31.38.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A172.31.38.0%2F24
demoscene,1,038cd651-7beb-465a-939b-db298e49e2a8,120.51.81.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A038cd651-7beb-465a-939b-db298e49e2a8+AND+net%3A120.51.81.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,3.129.17.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A3.129.17.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,172.31.45.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A172.31.45.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,172.31.47.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A172.31.47.0%2F24
demoscene,1,038cd651-7beb-465a-939b-db298e49e2a8,120.102.232.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A038cd651-7beb-465a-939b-db298e49e2a8+AND+net%3A120.102.232.0%2F24
demoscene,1,038cd651-7beb-465a-939b-db298e49e2a8,120.127.48.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A038cd651-7beb-465a-939b-db298e49e2a8+AND+net%3A120.127.48.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,3.143.224.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A3.143.224.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,172.31.5.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A172.31.5.0%2F24
